image_path,jobid,status,completion_time,caption,model_name
C:\Users\admin\AppData\Local\Temp\gradio\768049e7e8c4cbfe6fdf233d47bf05048fe42789d7f390a021387159b188db3f\20241016104718.png,0c31e2df320046ada7e2e0b46b40f1c9,processing,nan,b3tty001 a photo of a person,person1
